67 62 25
67 66 25
67 67 -150
67 68 25
67 72 25
67 92 25
68 43 25
68 63 25
68 67 25
68 68 -150
68 69 25
68 73 25
68 93 25
69 44 25
69 64 25
69 68 25
69 69 -125
69 74 25
69 94 25
70 45 25
70 65 25
70 70 -100
70 71 25
70 95 25
71 46 25
71 66 25
71 70 25
71 71 -125
71 72 25
71 96 25
72 47 25
72 67 25
72 71 25
72 72 -125
72 73 25
72 97 25
73 48 25
73 68 25
73 72 25
73 73 -125
73 74 25
73 98 25
74 49 25
74 69 25
74 73 25
74 74 -100
74 99 25
75 50 25
75 75 -100
75 76 25
75 80 25
75 100 25
76 51 25
76 75 25
76 76 -125
76 77 25
76 81 25
76 101 25
77 52 25
77 76 25
77 77 -125
77 78 25
77 82 25
77 102 25
78 53 25
78 77 25
78 78 -125
78 79 25
78 83 25
78 103 25
79 54 25
79 78 25
79 79 -100
79 84 25
79 104 25
80 55 25
80 75 25
80 80 -125
80 81 25
80 85 25
80 105 25
81 56 25
81 76 25
81 80 25
81 81 -150
81 82 25
81 86 25
81 106 25
82 57 25
82 77 25
82 81 25
82 82 -150
82 83 25
82 87 25
82 107 25
83 58 25
83 78 25
83 82 25
83 83 -150
83 84 25
83 88 25
83 108 25
84 59 25
84 79 25
84 83 25
84 84 -125
84 89 25
84 109 25
85 60 25
85 80 25
85 85 -125
85 86 25
85 90 25
85 110 25
86 61 25
86 81 25
86 85 25
86 86 -150
86 87 25
86 91 25
86 111 25
87 62 25
87 82 25
87 86 25
87 87 -150
87 88 25
87 92 25
87 112 25
88 63 25
88 83 25
88 87 25
88 88 -150
88 89 25
88 93 25
88 113 25
89 64 25
89 84 25
89 88 25
89 89 -125
89 94 25
89 114 25
90 65 25
90 85 25
90 90 -125
90 91 25
90 95 25
90 115 25
91 66 25
91 86 25
91 90 25
91 91 -150
91 92 25
91 96 25
91 116 25
92 67 25
92 87 25
92 91 25
92 92 -150
92 93 25
92 97 25
92 117 25
93 68 25
93 88 25
93 92 25
93 93 -150
93 94 25
93 98 25
93 118 25
94 69 25
94 89 25
94 93 25
94 94 -125
94 99 25
94 119 25
95 70 25
95 90 25
95 95 -100
95 96 25
95 120 25
96 71 25
96 91 25
96 95 25
96 96 -125
96 97 25
96 121 25
97 72 25
97 92 25
97 96 25
97 97 -125
97 98 25
97 122 25
98 73 25
98 93 25
98 97 25
98 98 -125
98 99 25
98 123 25
99 74 25
99 94 25
99 98 25
99 99 -100
99 124 25
100 75 25
100 100 -75
100 101 25
100 105 25
101 76 25
101 100 25
101 101 -100
101 102 25
101 106 25
102 77 25
102 101 25
102 102 -100
102 103 25
102 107 25
103 78 25
103 102 25
103 103 -100
103 104 25
103 108 25
104 79 25
104 103 25
104 104 -75
104 109 25
105 80 25
105 100 25
105 105 -100
105 106 25
105 110 25
106 81 25
106 101 25
106 105 25
106 106 -125
106 107 25
106 111 25
107 82 25
107 102 25
107 106 25
107 107 -125
107 108 25
107 112 25
108 83 25
108 103 25
108 107 25
108 108 -125
108 109 25
108 113 25
109 84 25
109 104 25
109 108 25
109 109 -100
109 114 25
110 85 25
110 105 25
110 110 -100
110 111 25
110 115 25
111 86 25
111 106 25
111 110 25
111 111 -125
111 112 25
111 116 25
112 87 25
112 107 25
112 111 25
112 112 -125
112 113 25
112 117 25
113 88 25
113 108 25
113 112 25
113 113 -125
113 114 25
113 118 25
114 89 25
114 109 25
114 113 25
114 114 -100
114 119 25
115 90 25
115 110 25
115 115 -100
115 116 25
115 120 25
116 91 25
116 111 25
116 115 25
116 116 -125
116 117 25
116 121 25
117 92 25
117 112 25
117 116 25
117 117 -125
117 118 25
117 122 25
118 93 25
118 113 25
118 117 25
118 118 -125
118 119 25
118 123 25
119 94 25
119 114 25
119 118 25
119 119 -100
119 124 25
120 95 25
120 115 25
120 120 -75
120 121 25
121 96 25
121 116 25
121 120 25
121 121 -100
121 122 25
122 97 25
122 117 25
122 121 25
122 122 -100
122 123 25
123 98 25
123 118 25
123 122 25
123 123 -100
123 124 25
124 99 25
124 119 25
124 123 25
124 124 -75
